n_cues,n_matched_first_correct,mean_cue_to_first_correct_sec,median_cue_to_first_correct_sec,n_matched_predicted_transition,mean_cue_to_predicted_transition_sec,median_cue_to_predicted_transition_sec,n_matched_sustained,mean_cue_to_sustained_prediction_sec,median_cue_to_sustained_prediction_sec
7,6,0.18000000000000047,0.010000000000000675,3,0.9116666666666662,1.0250000000000021,6,0.19000000000000053,0.010000000000000675
