n_true_transitions,n_matched_first_correct,mean_delay_to_first_correct_sec,median_delay_to_first_correct_sec,n_matched_predicted_transition,mean_delay_to_predicted_transition_sec,median_delay_to_predicted_transition_sec
7,6,0.18000000000000047,0.010000000000000675,3,0.9116666666666662,1.0250000000000021
