n_cues,n_matched_first_correct,mean_cue_to_first_correct_sec,median_cue_to_first_correct_sec,n_matched_predicted_transition,mean_cue_to_predicted_transition_sec,median_cue_to_predicted_transition_sec,n_matched_sustained,mean_cue_to_sustained_prediction_sec,median_cue_to_sustained_prediction_sec
4,4,0.4762500000000005,0.4750000000000014,4,0.4762500000000005,0.4750000000000014,4,0.5412500000000009,0.5450000000000004
