n_true_transitions,n_matched_first_correct,mean_delay_to_first_correct_sec,median_delay_to_first_correct_sec,n_matched_predicted_transition,mean_delay_to_predicted_transition_sec,median_delay_to_predicted_transition_sec
5,4,0.06874999999999964,0.004999999999999893,3,0.4166666666666649,0.44499999999999673
