n_true_transitions,n_matched_first_correct,mean_delay_to_first_correct_sec,median_delay_to_first_correct_sec,n_matched_predicted_transition,mean_delay_to_predicted_transition_sec,median_delay_to_predicted_transition_sec
4,4,0.4762500000000005,0.4750000000000014,4,0.4762500000000005,0.4750000000000014
