epoch,train_loss,train_acc,val_loss,val_acc
1,0.3635325377467104,0.8386531986531987,0.008220409043133259,1.0
2,0.3087977185955754,0.8835690235690236,0.004721563775092363,1.0
3,0.2845389395771605,0.8964983164983165,0.006151670124381781,1.0
4,0.2917428168192857,0.8914478114478115,0.004384309984743595,1.0
5,0.302519804771099,0.8852525252525253,0.005503739695996046,1.0
6,0.41220304181278755,0.8268013468013468,0.01723749004304409,1.0
7,0.3299126273634458,0.876026936026936,0.003432455938309431,1.0
8,0.283716899000033,0.8966329966329967,0.00425730599090457,1.0
9,0.26877801983645466,0.8995286195286195,0.006113045383244753,1.0
10,0.26645612612918573,0.8989225589225589,0.014237022027373314,1.0
11,0.2623486276347228,0.902962962962963,0.006331977434456348,1.0
12,0.2504452895997751,0.9102356902356903,0.0044113704934716225,1.0
13,0.233695058238125,0.9177104377104377,0.0031442036852240562,1.0
14,0.31484895240578187,0.8692929292929293,0.8954999446868896,0.0
15,0.27518521484000114,0.9031649831649832,0.09967499226331711,1.0
16,0.24747196108403832,0.9127946127946128,0.06229652836918831,1.0
17,0.25060808408942686,0.9087542087542088,0.04025748744606972,1.0
18,0.24042219606413184,0.9152188552188553,0.018804024904966354,1.0
19,0.27605091047658264,0.898989898989899,0.013486113399267197,1.0
20,0.24972583787208455,0.9122558922558922,0.011563066393136978,1.0
