variant,feature_mode,window_sec,stride_sec,bandpower_low_hz,bandpower_high_hz,checkpoint_path,variant_dir,val_accuracy,val_balanced_accuracy,test_accuracy,test_balanced_accuracy,test_n_windows,test_mean_cue_to_first_correct_sec,test_median_cue_to_first_correct_sec,test_mean_cue_to_predicted_transition_sec,test_median_cue_to_predicted_transition_sec,test_mean_cue_to_sustained_prediction_sec,test_median_cue_to_sustained_prediction_sec,test_xcov_delay_sec,test_xcov_peak_coeff,test_xcov_signal_column
filtered_signal__win_1p0s__stride_0p1s__labels_endpoint,filtered_signal,1.0,0.1,,,e:\UCI\BCI\online\online_bci\online_eeg\runs\run_001\offline_sweeps\hardware_filter_only_demeaned\filtered_signal__win_1p0s__stride_0p1s__labels_endpoint\lstm_checkpoint.pt,e:\UCI\BCI\online\online_bci\online_eeg\runs\run_001\offline_sweeps\hardware_filter_only_demeaned\filtered_signal__win_1p0s__stride_0p1s__labels_endpoint,0.9096989966555183,0.914413805533027,0.9243986254295533,0.9279741997133302,291.0,0.27333333333333343,0.24499999999999744,0.27333333333333343,0.24499999999999744,0.27333333333333343,0.24499999999999744,0.245,0.8947951273733277,prob_Eyes Closed
