epoch,train_loss,train_acc,val_loss,val_acc
1,0.56040593002995,0.7430392485743039,0.08447026461362839,1.0
2,0.333018898464057,0.8812479033881248,0.13436253368854523,1.0
3,0.6710314139628802,0.7380073800738007,0.42120885848999023,1.0
4,0.5596504389979783,0.6709158000670916,0.2124849557876587,1.0
5,0.469430311109667,0.8416638711841664,0.16288186609745026,1.0
6,0.41702630834985766,0.8638040925863804,0.15348748862743378,1.0
7,0.3890317673852723,0.8483730291848373,0.11001995205879211,1.0
8,0.3752568232877188,0.8523985239852399,0.15273138880729675,1.0
9,0.32327305583776306,0.8849379402884938,0.15724791586399078,1.0
10,0.5182162746912039,0.7980543441798055,0.12185149639844894,1.0
11,0.3843260671179873,0.8540758134854076,0.1857394427061081,1.0
12,0.3220831725530199,0.8788996980878899,0.09317462146282196,1.0
13,0.3219374764169554,0.8782287822878229,0.10828589648008347,1.0
14,0.39621711843008167,0.8376383763837638,0.2964899241924286,1.0
15,0.4217588399049221,0.8215363971821537,0.15725290775299072,1.0
16,0.3414662381079884,0.875209661187521,0.10605254769325256,1.0
17,0.3179056615447166,0.8819188191881919,0.14388056099414825,1.0
18,0.31169547906900885,0.883260650788326,0.09598209708929062,1.0
19,0.30717063511989534,0.8869506876886951,0.1415039747953415,1.0
20,0.3086198989335661,0.8859443139885944,0.13939355313777924,1.0
