epoch,train_loss,train_acc,val_loss,val_acc
1,0.6954446324151964,0.5175879396984925,0.6847980602529137,0.47491638795986624
2,0.6514265975560775,0.567001675041876,0.6402089526023355,0.6521739130434783
3,0.6053261029061361,0.7755443886097152,0.5944550950391635,0.7993311036789298
4,0.5589509579903716,0.7906197654941374,0.5491036264394039,0.8093645484949833
5,0.5161015939472908,0.7914572864321608,0.5132193401904409,0.8127090301003345
6,0.48478531028757144,0.7964824120603015,0.4901454430758754,0.8127090301003345
7,0.4660567671210323,0.7956448911222781,0.4791143738904526,0.8127090301003345
8,0.4581211257719714,0.7922948073701842,0.4741668077216898,0.8093645484949833
9,0.45448083109791754,0.7922948073701842,0.473030526103782,0.8093645484949833
10,0.45356212813450864,0.7906197654941374,0.47319342031526723,0.8093645484949833
11,0.45289484100725186,0.7922948073701842,0.4735042221570095,0.8093645484949833
12,0.4527405044141926,0.7922948073701842,0.4735811036765376,0.8093645484949833
13,0.45277300821476846,0.7922948073701842,0.4744432963256453,0.8060200668896321
14,0.4524946403463482,0.7931323283082077,0.47441932718490676,0.8060200668896321
15,0.45204430888445934,0.7931323283082077,0.47435261045012583,0.8060200668896321
16,0.452171437904064,0.7939698492462312,0.4743777359010384,0.8060200668896321
17,0.4526341646360592,0.7931323283082077,0.47550571901742433,0.8060200668896321
18,0.451691079329406,0.7914572864321608,0.47500423573729983,0.8060200668896321
19,0.45166832458234113,0.7922948073701842,0.47512781191430364,0.8060200668896321
20,0.4514984813966543,0.7922948073701842,0.4751869564670384,0.8060200668896321
