epoch,train_loss,train_acc,val_loss,val_acc
1,0.6679744907099792,0.531986531986532,0.5143904685974121,1.0
2,0.44586726266527016,0.8430976430976431,0.06223088875412941,1.0
3,0.3021373440270071,0.8936026936026936,0.03671000525355339,1.0
4,0.2979413431100171,0.8882154882154882,0.018726341426372528,1.0
5,0.3407869583829886,0.8754208754208754,0.021326273679733276,1.0
6,0.3096183133647097,0.8882154882154882,0.016890132799744606,1.0
7,0.2886348055970388,0.896969696969697,0.010650931857526302,1.0
8,0.29252444477595063,0.8936026936026936,0.010020546615123749,1.0
9,0.2796646285639066,0.8983164983164983,0.008959567174315453,1.0
10,0.27813989622424345,0.9016835016835016,0.01018245704472065,1.0
11,0.28018655901404743,0.8956228956228957,0.009079478681087494,1.0
12,0.3046735127766927,0.8942760942760942,0.009206934832036495,1.0
13,0.28688251735385417,0.8936026936026936,0.00865234062075615,1.0
14,0.2850145605678109,0.8942760942760942,0.0067365444265306,1.0
15,0.2973578421254752,0.8915824915824916,0.0077403848990798,1.0
16,0.2908510512575156,0.8868686868686869,0.0059936074540019035,1.0
17,0.2885705728322167,0.8915824915824916,0.008963466621935368,1.0
18,0.29318607349187037,0.8922558922558923,0.010783023200929165,1.0
19,0.3676722824172139,0.8619528619528619,0.009619076736271381,1.0
20,0.3070536453113813,0.8882154882154882,0.005367392208427191,1.0
