epoch,train_loss,train_acc,val_loss,val_acc
1,0.6793362815773447,0.5198653198653199,0.917443037033081,0.0
2,0.571445831546077,0.7521885521885522,2.6984620094299316,0.0
3,0.4744920991486572,0.804040404040404,0.12770484387874603,1.0
4,0.5568478176088044,0.7124579124579125,1.3673694133758545,0.0
5,0.5671500859838543,0.6612794612794612,1.7635138034820557,0.0
6,0.5331507077120772,0.7043771043771043,2.3211772441864014,0.0
7,0.4998804934297748,0.7784511784511785,2.7218518257141113,0.0
8,0.4591042059037822,0.7966329966329966,2.6782212257385254,0.0
9,0.43079890703111384,0.8208754208754209,3.1227524280548096,0.0
10,0.5835827296430415,0.6632996632996633,2.144099712371826,0.0
11,0.49251675854628335,0.7966329966329966,2.3885016441345215,0.0
12,0.45700882055141306,0.8195286195286196,2.6683499813079834,0.0
13,0.5379884907693574,0.7494949494949495,2.5492336750030518,0.0
14,0.5600602650080466,0.7003367003367004,2.484328031539917,0.0
15,0.5229897352581474,0.7124579124579125,2.7518229484558105,0.0
16,0.5076566369445236,0.7198653198653199,2.9180638790130615,0.0
17,0.5515529656249666,0.7037037037037037,2.854268789291382,0.0
18,0.534856878486948,0.7569023569023569,2.980703353881836,0.0
19,0.5150479465221315,0.7575757575757576,3.134500741958618,0.0
20,0.49486701743369954,0.7818181818181819,3.2217254638671875,0.0
