variant,feature_mode,window_sec,stride_sec,bandpower_low_hz,bandpower_high_hz,checkpoint_path,variant_dir,val_accuracy,val_balanced_accuracy,test_accuracy,test_balanced_accuracy,test_n_windows,test_mean_cue_to_first_correct_sec,test_median_cue_to_first_correct_sec,test_mean_cue_to_predicted_transition_sec,test_median_cue_to_predicted_transition_sec,test_mean_cue_to_sustained_prediction_sec,test_median_cue_to_sustained_prediction_sec,test_xcov_delay_sec,test_xcov_peak_coeff,test_xcov_signal_column
filtered_signal__win_1p0s__stride_0p1s__labels_endpoint,filtered_signal,1.0,0.1,,,e:\UCI\BCI\online\online_bci\online_eeg\runs\run_001\offline_sweeps\software_filters_on_demeaned\filtered_signal__win_1p0s__stride_0p1s__labels_endpoint\lstm_checkpoint.pt,e:\UCI\BCI\online\online_bci\online_eeg\runs\run_001\offline_sweeps\software_filters_on_demeaned\filtered_signal__win_1p0s__stride_0p1s__labels_endpoint,0.8929765886287625,0.889407046949626,0.865979381443299,0.8559245102723363,291.0,1.0399999999999998,0.8449999999999989,1.0399999999999998,0.8449999999999989,1.4066666666666663,1.625,1.625,0.9206323586734986,prob_Eyes Closed
