epoch,train_loss,train_acc,val_loss,val_acc
1,0.5886379249980687,0.6790490341753344,0.4168117675793211,0.8260869565217391
2,0.39992060721540523,0.8335809806835067,0.3729370149681002,0.8762541806020067
3,0.3928234459386715,0.8361812778603269,0.3871565970489413,0.8595317725752508
4,0.3840661369496611,0.8458395245170877,0.3526069615596912,0.8729096989966555
5,0.43778786018911475,0.8153789004457652,0.4168507019213609,0.8561872909698997
6,0.395202769567141,0.8398959881129272,0.3552578436989449,0.882943143812709
7,0.3804806922998329,0.8454680534918276,0.39122871929985226,0.8561872909698997
8,0.3760237135159137,0.8450965824665676,0.35795138038719776,0.882943143812709
9,0.371130410310595,0.8450965824665676,0.37357033176166954,0.8561872909698997
10,0.3750365375143989,0.8402674591381872,0.362162305559203,0.8695652173913043
11,0.36872383655446067,0.8436106983655275,0.3781532594890499,0.8494983277591973
12,0.3839395322669491,0.837667161961367,0.3346798864993762,0.8896321070234113
13,0.3616830198229865,0.850668647845468,0.38137922712592376,0.8662207357859532
14,0.361771463550749,0.8476968796433878,0.3586508070296268,0.8695652173913043
15,0.3847552072063066,0.8473254086181278,0.3519334161161978,0.8729096989966555
16,0.36690829406432907,0.8558692421991084,0.3299212413388351,0.8929765886287625
17,0.4198350396455663,0.8220653789004457,0.37174334578888873,0.8561872909698997
18,0.37653270253100685,0.8410104011887073,0.35451562812296444,0.8695652173913043
19,0.3684834675838476,0.8469539375928677,0.35805883285991325,0.8595317725752508
20,0.3760635862555936,0.8510401188707281,0.35203949379482397,0.8795986622073578
