epoch,train_loss,train_acc,val_loss,val_acc
1,0.6793362764397053,0.5198653198653199,0.917443037033081,0.0
2,0.5714458294990488,0.7521885521885522,2.6984620094299316,0.0
3,0.4744752946927491,0.804040404040404,0.12685297429561615,1.0
4,0.5772847499108876,0.6922558922558922,1.3075512647628784,0.0
5,0.5696732743420585,0.6572390572390573,1.7414021492004395,0.0
6,0.5319562933461032,0.7023569023569024,2.277651071548462,0.0
7,0.4737303572672385,0.8033670033670034,2.8484675884246826,0.0
8,0.4327227710072039,0.8255892255892255,2.9487030506134033,0.0
9,0.42928198142485186,0.835016835016835,2.823713541030884,0.0
10,0.3753374438093166,0.8646464646464647,2.8138701915740967,0.0
11,0.4695144963585568,0.7797979797979798,3.163194417953491,0.0
12,0.5427941070261226,0.7771043771043771,2.6839609146118164,0.0
13,0.4387444659114285,0.8309764309764309,0.6636762022972107,1.0
14,0.4574077069357991,0.8249158249158249,2.7088851928710938,0.0
15,0.397456959572304,0.8632996632996633,2.895429849624634,0.0
16,0.5178199600591402,0.7643097643097643,2.3551321029663086,0.0
17,0.47693486990350664,0.8181818181818182,0.28158846497535706,1.0
18,0.4886898574403641,0.793939393939394,0.27013856172561646,1.0
19,0.5008954143684721,0.7488215488215488,0.2431250959634781,1.0
20,0.49274594157633156,0.7481481481481481,2.3813464641571045,0.0
