epoch,train_loss,train_acc,val_loss,val_acc
1,0.4981700054764548,0.7522613065326633,0.4566802978515625,1.0
2,0.376791175466087,0.852428810720268,0.11471842974424362,1.0
3,0.6074562034415241,0.6492462311557788,0.43992337584495544,1.0
4,0.5216204629271873,0.7767169179229481,0.6167940497398376,1.0
5,0.5454088545923856,0.7095477386934673,0.4136134088039398,1.0
6,0.6683689435123399,0.5700167504187604,0.5446435213088989,1.0
7,0.6730609455300336,0.6073701842546063,0.4436775743961334,1.0
8,0.6124986839454178,0.678391959798995,0.4002615511417389,1.0
9,0.5224006230407824,0.7738693467336684,0.22907476127147675,1.0
10,0.3537935221190229,0.87571189279732,0.07824087888002396,1.0
11,0.22888784259058523,0.9278056951423785,0.5321002006530762,1.0
12,0.22823014859378438,0.9257956448911223,0.4562853276729584,1.0
13,0.2179271948397459,0.9247906197654941,0.05903835594654083,1.0
14,0.22327774276136353,0.9246231155778895,0.6504718065261841,1.0
15,0.3622510096535611,0.8696817420435511,0.07931743562221527,1.0
16,0.3405525938749713,0.8705192629815746,0.08829434961080551,1.0
17,0.40651523881222135,0.8355108877721943,0.14358516037464142,1.0
18,0.5156931273901283,0.7371859296482413,0.5604130029678345,1.0
19,0.6712289069765177,0.552931323283082,0.840622067451477,0.0
20,0.6673987262812092,0.5646566164154104,0.6114897131919861,1.0
