epoch,train_loss,train_acc,val_loss,val_acc
1,0.35590716241173825,0.8595254237288136,0.007347584702074528,1.0
2,0.31327400992280346,0.8817288135593221,0.008692285045981407,1.0
3,0.28583022249351114,0.8944745762711864,0.004828459583222866,1.0
4,0.3160152657072423,0.8728813559322034,0.008677631616592407,1.0
5,0.2873698948035806,0.894542372881356,0.011137106455862522,1.0
6,0.30093646477844754,0.8843728813559322,0.008639813400804996,1.0
7,0.287326660713907,0.8927118644067796,0.009739735163748264,1.0
8,0.27077238253011543,0.8995593220338983,0.005870363209396601,1.0
9,0.25178413338176275,0.9092881355932203,0.005507415160536766,1.0
10,0.27877371690232877,0.8929491525423728,0.004320691339671612,1.0
11,0.2863173422651776,0.894,0.0055465372279286385,1.0
12,0.2780762693679939,0.8986440677966102,0.004906400106847286,1.0
13,0.25897861896531055,0.9026101694915254,0.003745328402146697,1.0
14,0.2506465585656085,0.9086440677966102,0.004454570822417736,1.0
15,0.26579928445209894,0.9014915254237288,0.004555443301796913,1.0
16,0.29360717691809446,0.8852881355932204,0.023767447099089622,1.0
17,0.3257514172267106,0.8606440677966102,0.0170753113925457,1.0
18,0.34423500027494913,0.8574915254237289,0.007201073225587606,1.0
19,0.28294474612252185,0.8926440677966102,0.016597526147961617,1.0
20,0.32210448002411146,0.8710847457627119,0.011121309362351894,1.0
