epoch,train_loss,train_acc,val_loss,val_acc
1,0.5324124859238313,0.7181818181818181,1.9946173429489136,0.0
2,0.5162363480237196,0.7314814814814815,2.533891439437866,0.0
3,0.5013236991885536,0.7574074074074074,2.2118711471557617,0.0
4,0.4740780891392769,0.7974747474747474,2.466970443725586,0.0
5,0.4400765037095105,0.806060606060606,2.0672574043273926,0.0
6,0.4585813264453451,0.7888888888888889,2.7385330200195312,0.0
7,0.43100826858671426,0.8072390572390572,2.6557602882385254,0.0
8,0.42255553569055165,0.8262626262626263,2.4731345176696777,0.0
9,0.5464826076520413,0.6944444444444444,1.8055380582809448,0.0
10,0.504199606400949,0.7752525252525253,2.2189879417419434,0.0
11,0.4204738251889996,0.8193602693602694,1.4451125860214233,0.0
12,0.5015967654058027,0.7673400673400673,0.5777713060379028,1.0
13,0.4524079718975106,0.8481481481481481,1.6080669164657593,0.0
14,0.3051186252523352,0.9112794612794612,2.6452014446258545,0.0
15,0.23858078408120859,0.9255892255892256,2.757138729095459,0.0
16,0.19885269640270709,0.939057239057239,0.4464314579963684,1.0
17,0.19356178962421738,0.9355218855218855,1.5989326238632202,0.0
18,0.16494440904972127,0.9452861952861953,1.516236662864685,0.0
19,0.16153209392069165,0.9424242424242424,1.2278659343719482,0.0
20,0.15380963860738156,0.9481481481481482,1.892197608947754,0.0
