epoch,train_loss,train_acc,val_loss,val_acc
1,0.33627438470671406,0.8579264214046822,0.01086580753326416,1.0
2,0.27385448252476974,0.905752508361204,0.0058221276849508286,1.0
3,0.3363158565261292,0.8680936454849498,0.010945282876491547,1.0
4,0.2586644158136087,0.9080936454849499,0.004292797762900591,1.0
5,0.23889099845220413,0.9155852842809364,0.0032399799674749374,1.0
6,0.20402271755762325,0.9307023411371238,0.0027986904606223106,1.0
7,0.1943166265958129,0.9325083612040134,0.0016608743462711573,1.0
8,0.18406556006857383,0.9385284280936455,0.001660517300479114,1.0
9,0.1733680174143418,0.9415384615384615,0.0019061268540099263,1.0
10,0.17217392095355286,0.9421404682274247,0.0011981697753071785,1.0
11,0.17549849422679697,0.9414715719063546,0.0012644876260310411,1.0
12,0.33706016912707515,0.8511705685618729,0.019176330417394638,1.0
13,0.25424738558040416,0.9158528428093645,0.004578582942485809,1.0
14,0.2711644560856165,0.9147157190635451,0.01635069027543068,1.0
15,0.21774998678411528,0.9259531772575251,0.005491884425282478,1.0
16,0.20518309965679876,0.9275585284280936,0.005011615343391895,1.0
17,0.31165999766177555,0.8923745819397993,0.07417488098144531,1.0
18,0.23273642129323954,0.9214715719063545,0.027536306530237198,1.0
19,0.17795184460770724,0.9379264214046823,0.009000799618661404,1.0
20,0.16982164678565634,0.9385953177257526,0.00542655773460865,1.0
