epoch,train_loss,train_acc,val_loss,val_acc
1,0.6793298919322127,0.5620338983050848,1.5826480388641357,0.0
2,0.6093458673105402,0.7098305084745763,0.2707306444644928,1.0
3,0.6479208827826937,0.6372881355932203,0.43722379207611084,1.0
4,0.6387569545487226,0.6416949152542373,0.4097864031791687,1.0
5,0.6226866459038298,0.6501694915254237,0.5473108291625977,1.0
6,0.5858648750741603,0.6742372881355932,1.0444703102111816,0.0
7,0.5914604207620783,0.6735593220338983,0.9429150819778442,0.0
8,0.5986583646475259,0.6884745762711865,0.7843731045722961,0.0
9,0.5562448960643703,0.7305084745762712,1.133484959602356,0.0
10,0.6214310269436594,0.6688135593220339,1.1901943683624268,0.0
11,0.5854385294752605,0.6630508474576271,1.3307470083236694,0.0
12,0.654892982587976,0.5989830508474576,1.1171642541885376,0.0
13,0.659075969639471,0.632542372881356,1.393763780593872,0.0
14,0.6500066473928549,0.6413559322033898,1.609059453010559,0.0
15,0.6388199914107888,0.6579661016949152,1.6895909309387207,0.0
16,0.6318473959373215,0.6667796610169492,1.7051430940628052,0.0
17,0.6137565173537044,0.6915254237288135,1.731809377670288,0.0
18,0.6355760593333487,0.6593220338983051,1.6364340782165527,0.0
19,0.6229680008605375,0.6396610169491526,1.4441914558410645,0.0
20,0.5791700724019843,0.6542372881355932,1.4290797710418701,0.0
